,CALI,DEPTH,DTC,GR,NPHI,RDEP,RHOB,SP,WELL
31129,13.637999535,1978.9206543,146.55708313,58.647815704,0.4879485071,0.4589999914,2.0487999916,62.174999237,15/9-13
31130,14.147000313,1979.072998,145.49226379,55.242488861,0.4736217856,0.4580000043,2.0488004684,62.424999237,15/9-13
31131,14.576000214,1979.2254639,145.72615051,50.551139832,0.4883132279,0.4580000043,2.0490174294,62.299999237,15/9-13
31132,14.888000488,1979.3778076,146.08282471,45.629005432,0.4923420846,0.4600000083,2.054422617,64.050003052,15/9-13
31133,14.179000854,1979.5302734,145.96791077,48.136260986,0.494915843,0.4620000124,2.0638458729,64.425003052,15/9-13
31134,14.144000053,1979.6826172,146.55906677,52.808441162,0.4673974514,0.4639999866,2.0780973434,63.299999237,15/9-13
31135,14.619999886,1979.835083,145.96522522,49.976509094,0.4642618895,0.4650000036,2.0769655704,62.299999237,15/9-13
31136,14.041000366,1979.9874268,145.72463989,53.093502045,0.4966268837,0.4639999866,2.0662968159,62.299999237,15/9-13
31137,14.123000145,1980.1398926,145.60714722,52.795333862,0.5051891208,0.4639999866,2.0653159618,62.674999237,15/9-13
31138,13.805999756,1980.2922363,145.24732971,58.749599457,0.4983616769,0.4679999948,2.0703003407,62.674999237,15/9-13
31139,13.168999672,1980.4445801,145.13157654,58.497047424,0.4879454076,0.47299999,2.0703675747,62.424999237,15/9-13
31140,12.733999252,1980.5970459,145.25267029,56.652442932,0.4822567701,0.4779999852,2.0568721294,61.049999237,15/9-13
31141,12.593999863,1980.7493896,146.80152893,54.437297821,0.4781793058,0.4819999933,2.0483102798,62.424999237,15/9-13
31142,12.758000374,1980.9018555,146.44264221,54.012008667,0.4648392498,0.4810000062,2.0526356697,62.674999237,15/9-13
31143,13.026000023,1981.0541992,146.92199707,59.002655029,0.463860482,0.476000011,2.0637972355,62.424999237,15/9-13
31144,13.163998604,1981.206665,147.75437927,60.648193359,0.4519754946,0.4659999907,2.062556982,62.549999237,15/9-13
31145,13.302000046,1981.3590088,147.87388611,57.396083832,0.4588680267,0.4589999914,2.0491511822,62.424999237,15/9-13
31146,13.588999748,1981.5114746,148.11030579,51.211044312,0.493863523,0.451000005,2.0288727283,63.174999237,15/9-13
31147,14.444000244,1981.6638184,147.39561462,47.913410187,0.510758996,0.4449999928,2.0204124451,62.674999237,15/9-13
31148,14.067000389,1981.8162842,147.26976013,52.528823853,0.5219523311,0.4370000064,2.0256614685,62.299999237,15/9-13
31149,13.262001038,1981.9686279,144.76878357,51.628856659,0.5046961904,0.4289999902,2.0448334217,62.674999237,15/9-13
31150,13.328000069,1982.1210938,144.29992676,54.025745392,0.5249837637,0.4219999909,2.0551867485,62.424999237,15/9-13
31151,13.223999977,1982.2734375,145.368927,51.84670639,0.552267611,0.4169999957,2.0509722233,62.924995422,15/9-13
31152,13.748000145,1982.4259033,145.97555542,53.533100128,0.5616442561,0.4180000126,2.0422990322,62.549999237,15/9-13
31153,14.055000305,1982.5782471,148.94892883,54.407352448,0.5331287384,0.4210000038,2.0420246124,64.300003052,15/9-13
31154,13.37899971,1982.7305908,149.42353821,55.25270462,0.5066617131,0.425999999,2.0497105122,64.550003052,15/9-13
31155,12.848999977,1982.8830566,149.06794739,56.935146332,0.5087949634,0.4329999983,2.0541012287,63.299999237,15/9-13
31156,12.822999954,1983.0354004,149.42152405,55.753757477,0.5149717927,0.4379999936,2.0544877052,62.799999237,15/9-13
31157,13.187999725,1983.1878662,148.23406982,58.097229004,0.5047023296,0.4429999888,2.0492839813,62.424999237,15/9-13
31158,13.371999741,1983.34021,149.06765747,59.43870163,0.4827404618,0.4460000098,2.0443036556,62.924995422,15/9-13
31159,13.284000397,1983.4926758,149.42172241,59.868770599,0.4957910776,0.4469999969,2.0458166599,62.549999237,15/9-13
31160,13.25,1983.6450195,148.59025574,57.281497955,0.5096139312,0.4469999969,2.0510103703,61.049999237,15/9-13
31161,13.227000237,1983.7974854,148.94395447,57.599704742,0.5144733191,0.449000001,2.0553007126,62.424999237,15/9-13
31162,13.602000237,1983.9498291,147.87139893,59.969501495,0.5040948391,0.451000005,2.0555102825,62.674999237,15/9-13
31163,13.760000229,1984.1022949,147.27818298,60.274768829,0.5600157976,0.4550000131,2.0587100983,63.174999237,15/9-13
31164,13.543999672,1984.2546387,147.39361572,57.69020462,0.5885493159,0.4580000043,2.0617964268,63.174999237,15/9-13
31165,13.383000374,1984.4071045,146.68443298,59.056167603,0.5999786854,0.4620000124,2.0606648922,63.174999237,15/9-13
31166,13.571000099,1984.5594482,147.03981018,56.228466034,0.5180621147,0.4670000076,2.0497796535,62.799999237,15/9-13
31167,13.706000328,1984.711792,147.63502502,62.120944977,0.4832169116,0.4699999988,2.0434956551,64.050003052,15/9-13
31168,13.411000252,1984.8642578,147.39704895,59.607887268,0.4418765008,0.4720000029,2.0417056084,63.174999237,15/9-13
31169,13.413999557,1985.0166016,147.75595093,65.370941162,0.4375467002,0.474999994,2.0434906483,63.174999237,15/9-13
31170,13.366999626,1985.1690674,148.23254395,62.838897705,0.4709227979,0.4769999981,2.0395927429,63.050003052,15/9-13
31171,13.461000443,1985.3214111,148.58940125,60.704879761,0.5243188143,0.4830000103,2.0374162197,62.674999237,15/9-13
31172,13.548999786,1985.473877,148.58576965,51.90284729,0.5478352904,0.4900000095,2.0441358089,63.050003052,15/9-13
31173,13.512999535,1985.6262207,147.39447021,50.59375,0.5294294357,0.4979999959,2.0553379059,62.674999237,15/9-13
31174,13.444999695,1985.7786865,146.79925537,50.455936432,0.5162997246,0.5040000081,2.0711598396,64.175003052,15/9-13
31175,13.5,1985.9310303,146.31752014,57.906200409,0.5348525643,0.5080000162,2.0898292065,64.425003052,15/9-13
31176,13.508000374,1986.0834961,145.37515259,58.022590637,0.5380907059,0.5139999986,2.1019833088,64.050003052,15/9-13
31177,13.524000168,1986.2358398,146.20173645,54.526641846,0.5447388291,0.5189999938,2.0967340469,63.550003052,15/9-13
31178,13.659000397,1986.3883057,145.96791077,51.816078186,0.4933362603,0.5249999762,2.0761580467,63.424995422,15/9-13
31179,13.551999092,1986.5406494,146.56126404,53.098560333,0.4535827041,0.5279999971,2.0630965233,64.300003052,15/9-13
31180,13.479000092,1986.6929932,146.80108643,55.935146332,0.4445510805,0.523999989,2.0620105267,63.174999237,15/9-13
31181,13.401000023,1986.845459,146.92118835,54.155899048,0.5207827091,0.5139999986,2.0663964748,62.924995422,15/9-13
31182,13.416999817,1986.9978027,147.75279236,54.093952179,0.5491096377,0.5019999743,2.065271616,62.299999237,15/9-13
31183,13.413999557,1987.1502686,146.91888428,54.067951202,0.523699224,0.4930000007,2.0534641743,62.674999237,15/9-13
31184,13.336000443,1987.3026123,147.03848267,56.119441986,0.4852948487,0.4869999886,2.0423030853,61.924999237,15/9-13
31185,13.387999535,1987.4550781,147.27549744,52.658252716,0.5038428307,0.4860000014,2.0436470509,59.924999237,15/9-13
31186,13.653999329,1987.6074219,146.55993652,53.59154892,0.5572120547,0.4839999974,2.0583174229,62.799999237,15/9-13
31187,14.072999954,1987.7598877,146.32571411,52.065402985,0.5472930074,0.4810000062,2.0654807091,62.424999237,15/9-13
31188,14.706999779,1987.9122314,146.91970825,53.065551758,0.5135900378,0.4779999852,2.0594801903,63.424995422,15/9-13
31189,14.824999809,1988.0646973,146.80270386,54.662830353,0.476202935,0.476000011,2.0512924194,62.174999237,15/9-13
31190,15.214999199,1988.217041,147.39552307,57.504455566,0.4842867255,0.476000011,2.0489044189,62.049999237,15/9-13
31191,15.458000183,1988.3695068,147.27818298,60.278972626,0.5176603198,0.4790000021,2.0503103733,62.924995422,15/9-13
31192,15.43200016,1988.5218506,147.39704895,59.437850952,0.5490501523,0.4810000062,2.0536124706,62.799999237,15/9-13
31193,14.7310009,1988.6743164,147.75212097,59.339046478,0.5616513491,0.4819999933,2.0575158596,63.424995422,15/9-13
31194,15.413000107,1988.8266602,146.92080688,57.284255981,0.5375425816,0.4830000103,2.0624969006,62.799999237,15/9-13
31195,16.245000839,1988.9790039,147.63502502,59.313652039,0.5033954382,0.4850000143,2.0614786148,64.425003052,15/9-13
31196,15.911000252,1989.1314697,147.39590454,59.726657867,0.5226894617,0.4819999933,2.0524947643,64.550003052,15/9-13
31197,14.338999748,1989.2838135,147.39476013,62.903446198,0.5594388247,0.476000011,2.0197441578,63.299999237,15/9-13
31198,13.309000015,1989.4362793,146.91578674,61.320354462,0.5578991771,0.4769999981,1.9965955019,63.050003052,15/9-13
31199,13.25,1989.588623,145.60742188,64.368789673,0.5194621682,0.4810000062,1.9952622652,63.675003052,15/9-13
31200,13.140000343,1989.7410889,146.32388306,60.497070313,0.4972487092,0.4939999878,2.0211436749,64.050003052,15/9-13
31201,13.095999718,1989.8934326,145.72673035,59.274188995,0.5205726624,0.5139999986,2.0347101688,62.924995422,15/9-13
31202,13.154000282,1990.0458984,146.44462585,55.024017334,0.523907423,0.5310000181,2.0389924049,63.050003052,15/9-13
31203,13.23500061,1990.1982422,146.91583252,52.122146606,0.5222932696,0.52700001,2.0365579128,62.674999237,15/9-13
31204,13.187001228,1990.350708,146.08529663,50.346702576,0.5014277697,0.5210000277,2.0232994556,62.424999237,15/9-13
31205,13.022999763,1990.5030518,146.08425903,51.481620789,0.5000147223,0.5170000196,1.9918370247,59.549999237,15/9-13
31206,12.831000328,1990.6555176,146.44462585,59.335220337,0.5058769584,0.5180000067,1.9409615993,62.424999237,15/9-13
31207,12.828000069,1990.8078613,146.91812134,55.689601898,0.5164516568,0.5249999762,1.8978654146,62.674999237,15/9-13
31208,12.802000999,1990.9602051,146.80337524,56.680686951,0.5185483098,0.5279999971,1.8871434927,62.799999237,15/9-13
31209,12.784000397,1991.1126709,147.8717804,52.142864227,0.5164465904,0.5149999857,1.9053190947,63.299999237,15/9-13
31210,12.82599926,1991.2650146,147.39848328,59.558792114,0.5245910287,0.503000021,1.9424922466,62.674999237,15/9-13
31211,12.843999863,1991.4174805,148.46418762,56.936946869,0.5258637071,0.5009999871,1.9809221029,62.674999237,15/9-13
31212,12.75,1991.5698242,146.55935669,56.496746063,0.5054752827,0.5049999952,2.0189554691,62.424999237,15/9-13
31213,12.744999886,1991.72229,146.08261108,54.468849182,0.4745839536,0.5109999776,2.042024374,62.299999237,15/9-13
31214,12.973999977,1991.8746338,145.24627686,54.411205292,0.4795291126,0.5210000277,2.0496065617,63.799999237,15/9-13
31215,13.062000275,1992.0270996,144.65075684,57.649845123,0.490880847,0.5320000052,2.0524234772,64.050003052,15/9-13
31216,13.305000305,1992.1794434,143.57565308,55.094852448,0.4851744175,0.5389999747,2.0597231388,65.425003052,15/9-13
31217,13.383000374,1992.3319092,143.10540771,55.627326965,0.4782390296,0.5460000038,2.0693225861,65.675003052,15/9-13
31218,13.401000023,1992.4842529,143.57757568,56.602115631,0.508831203,0.5529999733,2.0764195919,64.050003052,15/9-13
31219,13.380000114,1992.6367188,143.81987,61.665981293,0.5478274226,0.5479999781,2.082529068,62.924995422,15/9-13
31220,13.511000633,1992.7890625,143.93481445,65.813301086,0.6148220301,0.5419999957,2.0915868282,62.799999237,15/9-13
31221,13.548999786,1992.9414063,143.93783569,65.998100281,0.6298614144,0.5389999747,2.087480545,63.174999237,15/9-13
31222,14.199001312,1993.0938721,143.58100891,64.80909729,0.6316357255,0.5360000134,2.0793485641,63.174999237,15/9-13
31223,14.328000069,1993.2462158,144.89305115,62.368591309,0.5763703585,0.5260000229,2.0632741451,63.924999237,15/9-13
31224,14.326000214,1993.3986816,146.32723999,58.379802704,0.539359808,0.5210000277,2.0525944233,62.799999237,15/9-13
31225,13.812000275,1993.5510254,147.39677429,60.371944427,0.5141088963,0.5130000114,2.050909996,60.674999237,15/9-13
31226,13.484000206,1993.7034912,147.75366211,58.467124939,0.4878068566,0.5009999871,2.0551297665,63.299999237,15/9-13
31227,13.491999626,1993.855835,147.39247131,57.683994293,0.5338233113,0.4939999878,2.0643932819,62.799999237,15/9-13
31228,13.491999626,1994.0083008,145.96638489,55.183570862,0.5879387856,0.4869999886,2.0615811348,63.174999237,15/9-13
31229,13.458000183,1994.1606445,146.08195496,53.346004486,0.61131984,0.4790000021,2.0556824207,63.174999237,15/9-13
31230,13.387999535,1994.3131104,145.60600281,54.59677887,0.586166501,0.4790000021,2.0484163761,63.424995422,15/9-13
31231,13.494999886,1994.4654541,144.88771057,55.757362366,0.5465407968,0.4830000103,2.053558588,62.549999237,15/9-13
31232,13.578000069,1994.6179199,144.29954529,60.349029541,0.5474755764,0.4819999933,2.0718624592,62.799999237,15/9-13
31233,13.647999763,1994.7702637,145.24311829,62.43870163,0.5072828531,0.482003212,2.091309309,62.800098419,15/9-13
31234,13.496999741,1994.9227295,143.82025146,62.883705139,0.4734428227,0.4860064089,2.0941338539,62.92559433,15/9-13
31235,12.984000206,1995.0750732,144.05256653,66.501800537,0.4627455175,0.4900032282,2.0735535622,63.300800323,15/9-13
31236,12.977000237,1995.227417,143.57737732,67.622299194,0.4821152985,0.4940031767,2.0590906143,64.300804138,15/9-13
31237,13.650999069,1995.3798828,143.81872559,65.9348526,0.4762451947,0.4979967773,2.0551886559,65.298797607,15/9-13
31238,14.192998886,1995.5322266,143.57652283,64.619293213,0.4951705635,0.4939959943,2.0515720844,63.799800873,15/9-13
31239,14.340999603,1995.6846924,143.46206665,61.06029892,0.5208851099,0.4890016019,2.0399727821,63.549301147,15/9-13
31240,13.887000084,1995.8370361,143.57737732,59.937149048,0.5646788478,0.4910055995,2.031514883,62.675098419,15/9-13
31241,14.704000473,1995.989502,143.81872559,59.40719986,0.5632631183,0.4980112016,2.0376381874,62.798595428,15/9-13
31242,16.431999207,1996.1418457,143.57652283,59.907352448,0.5297513604,0.5120088458,2.0495405197,61.051502228,15/9-13
31243,17.833999634,1996.2943115,143.46206665,60.746547699,0.531417191,0.5230112076,2.066444397,62.925994873,15/9-13
31244,15.581999779,1996.4466553,143.57795715,59.318008423,0.5234395266,0.5300015807,2.0802109241,63.54990387,15/9-13
31245,15.122999191,1996.5991211,143.93754578,62.447006226,0.5353397131,0.5319967866,2.0835690498,63.425395966,15/9-13
31246,15.977000237,1996.7514648,143.5760498,66.187301636,0.535156548,0.5300007463,2.0738282204,63.675102234,15/9-13
31247,16.270999908,1996.9039307,143.34440613,65.744445801,0.5433021188,0.5310096145,2.051500082,63.798999786,15/9-13
31248,14.311999321,1997.0562744,143.93754578,63.435142517,0.5383934379,0.5370007753,2.051500082,63.175098419,15/9-13
31249,13.92800045,1997.2086182,143.57679749,61.65329361,0.5177390575,0.5379992127,2.051500082,63.300498962,15/9-13
31250,14.640999794,1997.361084,143.57679749,59.960895538,0.5415434837,0.5369983912,2.0514998436,63.925899506,15/9-13
31251,15.256000519,1997.5134277,143.57652283,56.590694427,0.5708335638,0.5349928141,2.0513999462,65.048904419,15/9-13
31252,16.028999329,1997.6658936,143.46206665,54.519138336,0.5877317786,0.5259904265,2.0513999462,63.675502777,15/9-13
31253,16.035999298,1997.8182373,143.57737732,49.587242126,0.577416718,0.5139960051,2.0513999462,64.299606323,15/9-13
31254,16.582000732,1997.9707031,143.81872559,45.369819641,0.5482985973,0.5089960098,2.0513999462,63.799900055,15/9-13
31255,17.777999878,1998.1230469,143.57652283,43.217449188,0.5340130329,0.5039983988,2.0513999462,63.675304413,15/9-13
31256,17.51499939,1998.2755127,143.46206665,42.262084961,0.5378240347,0.5020031929,2.0513997078,64.051002502,15/9-13
31257,16.775999069,1998.4278564,143.57710266,47.279697418,0.5714869499,0.5040016174,2.0513000488,64.677207947,15/9-13
31258,17.402999878,1998.5803223,143.70541382,46.475982666,0.5676410198,0.5059919953,2.0513000488,67.42300415,15/9-13
31259,18.417999268,1998.732666,144.05256653,49.369693756,0.5558153987,0.5009992123,2.0513000488,66.173599243,15/9-13
31260,19.762998581,1998.8851318,143.57757568,46.060146332,0.5501252413,0.4999935925,2.0513000488,64.424201965,15/9-13
31261,18.966999054,1999.0374756,143.81872559,44.869941711,0.5533794165,0.4959975779,2.0513000488,63.924999237,15/9-13
31262,18.63599968,1999.1898193,143.57766724,41.715747833,0.5401340723,0.4929991961,2.0513000488,63.924297333,15/9-13
31263,17.294000626,1999.3422852,143.93716431,39.687023163,0.5077573657,0.4920008183,2.0512998104,63.049602509,15/9-13
31264,17.486999512,1999.4946289,143.45883179,39.284805298,0.4920136333,0.4929983914,2.051199913,62.551502228,15/9-13
31265,18.590000153,1999.6470947,144.05256653,41.664703369,0.4840801358,0.490999192,2.051199913,64.424598694,15/9-13
31266,18.791000366,1999.7994385,143.57737732,45.282951355,0.53417629,0.4900031984,2.051199913,63.925498962,15/9-13
31267,18.933000565,1999.9519043,143.81872559,46.500900269,0.5794690847,0.4940063953,2.051199913,64.54940033,15/9-13
31268,18.457000732,2000.104248,143.57766724,46.882511139,0.5907941461,0.5020104051,2.051199913,63.799797058,15/9-13
31269,17.785999298,2000.2567139,143.93717957,51.56502533,0.5585353971,0.515027225,2.0511953831,63.549804688,15/9-13
31270,18.072999954,2000.4090576,143.46255493,52.410106659,0.5556993484,0.5320160389,2.0497374535,63.425094604,15/9-13
31271,17.530000687,2000.5615234,143.81872559,54.957965851,0.5797749758,0.5520207882,2.0241644382,63.551204681,15/9-13
31272,16.670999527,2000.7138672,143.57832336,50.378505707,0.5766215324,0.5649992228,2.1378781796,64.299003601,15/9-13
31273,15.925999641,2000.866333,144.05181885,52.555717468,0.5410630703,0.5640000105,2.2554066181,63.051002502,15/9-13
31274,16.287000656,2001.0186768,143.34477234,49.533603668,0.4993219972,0.5640016198,2.1947288513,63.67490387,15/9-13
31275,17.292999268,2001.1710205,144.052948,51.148342133,0.5018255711,0.5659992099,2.0481071472,63.550704956,15/9-13
31276,18.058000565,2001.3234863,143.57794189,46.367839813,0.5087925196,0.5649983883,2.0510997772,64.424804688,15/9-13
31277,18.172000885,2001.4758301,143.93365479,41.900539398,0.511901319,0.5629799962,2.0510001183,64.175300598,15/9-13
31278,17.86400032,2001.6282959,143.46359253,38.50705719,0.5260531306,0.5379751325,2.0510001183,64.550804138,15/9-13
31279,18.663999557,2001.7806396,144.05267334,41.444610596,0.5175318718,0.5069856048,2.0510001183,65.549804688,15/9-13
31280,18.979000092,2001.9329834,143.46224976,45.56319809,0.5073199868,0.4889999926,2.0510001183,65.300003052,15/9-13
31281,18.906000137,2002.0853271,143.69219971,45.688224792,0.4947781563,0.4810000062,2.0510001183,64.425003052,15/9-13
31282,19.729999542,2002.237793,143.82006836,45.969200134,0.5049558282,0.4850000143,2.0510001183,64.050003052,15/9-13
31283,19.597999573,2002.3901367,144.05371094,46.095329285,0.5335630774,0.4900000095,2.0509998798,64.675003052,15/9-13
31284,17.857000351,2002.5424805,143.81912231,47.74684906,0.5498293042,0.4950000048,2.0508999825,64.300003052,15/9-13
31285,16.812000275,2002.6949463,143.57765198,43.811595917,0.5739297867,0.4930000007,2.0508999825,63.924999237,15/9-13
31286,17.7310009,2002.84729,143.93479919,42.0652771,0.5861194134,0.4880000055,2.0508999825,64.175003052,15/9-13
31287,18.652000427,2002.9997559,143.93783569,44.904647827,0.6103590727,0.4860000014,2.0508999825,64.050003052,15/9-13
31288,19.396999359,2003.1520996,143.57717896,43.217899323,0.5842234492,0.4939999878,2.0508999825,64.175003052,15/9-13
31289,19.724000931,2003.3045654,143.82006836,41.838718414,0.5510476828,0.5049999952,2.050899744,60.299999237,15/9-13
31290,20.042001724,2003.4569092,144.05371094,35.252052307,0.4982867837,0.5120000243,2.0508000851,64.050003052,15/9-13
31291,19.624000549,2003.609375,143.81892395,37.810546875,0.4818063676,0.5120000243,2.0508000851,63.924999237,15/9-13
31292,19.489999771,2003.7617188,143.57699585,36.283653259,0.4982147217,0.5139999986,2.0508000851,64.550003052,15/9-13
31293,19.833999634,2003.9141846,143.70542908,39.599205017,0.4791100621,0.5220000148,2.0508000851,64.300003052,15/9-13
31294,20.427999496,2004.0665283,144.17234802,42.844978333,0.4604287744,0.5310000181,2.0508000851,63.550003052,15/9-13
31295,19.946998596,2004.2189941,143.45854187,44.058895111,0.4465579689,0.5500000119,2.0508000851,63.799999237,15/9-13
31296,18.728000641,2004.3713379,143.93499756,41.497394562,0.5201439857,0.57099998,2.0507998466,63.675003052,15/9-13
31297,18.537000656,2004.5236816,144.05703735,38.253326416,0.5625084639,0.5780000091,2.0506999493,64.175003052,15/9-13
31298,19.406999588,2004.6761475,143.45854187,42.405647278,0.5730549097,0.5849999785,2.0506999493,64.675003052,15/9-13
31299,19.989999771,2004.8284912,143.93461609,41.97095108,0.5293978453,0.5879999995,2.0506999493,65.425003052,15/9-13
31300,19.781000137,2004.980957,143.81921387,44.403621674,0.5516611338,0.5820000172,2.0506999493,66.175003052,15/9-13
31301,19.937999725,2005.1333008,143.69630432,41.443855286,0.5655565262,0.5749999881,2.0506999493,64.675003052,15/9-13
31302,18.36300087,2005.2857666,143.81977844,48.748771667,0.5362378359,0.5699999928,2.0506997108,63.799999237,15/9-13
31303,17.687999725,2005.4381104,143.93499756,47.222457886,0.4961877167,0.5609999895,2.0506000519,64.050003052,15/9-13
31304,18.333999634,2005.5905762,144.05654907,51.524742126,0.4684964418,0.55400002,2.0506000519,64.800003052,15/9-13
31305,18.066999435,2005.7429199,143.45797729,47.622970581,0.5224096775,0.5550000072,2.0506000519,64.300003052,15/9-13
31306,18.767000198,2005.8953857,143.82035828,45.083992004,0.5344967842,0.5640000105,2.0506000519,64.175003052,15/9-13
31307,19.354000092,2006.0477295,144.17292786,38.843299866,0.5449349284,0.5640000105,2.0506000519,63.924999237,15/9-13
31308,19.135000229,2006.2001953,143.81977844,37.975505829,0.55108881,0.5479999781,2.0506000519,62.299999237,15/9-13
31309,19.343999863,2006.3525391,143.93479919,42.033226013,0.5441026688,0.5289999843,2.0505998135,62.424999237,15/9-13
31310,20.538000107,2006.5048828,143.93518066,44.813724518,0.5350103378,0.5080000162,2.0504999161,64.175003052,15/9-13
31311,21.400999069,2006.6573486,144.17311096,45.717750549,0.5604085922,0.4880000055,2.0504999161,64.300003052,15/9-13
31312,22.454000473,2006.8096924,143.93461609,44.1603508,0.5711113214,0.4839999974,2.0504999161,64.050003052,15/9-13
31313,22.766000748,2006.9621582,143.81977844,49.593601227,0.5602054,0.4860000014,2.0504999161,64.550003052,15/9-13
31314,21.983999252,2007.114502,143.93461609,49.096981049,0.5419837236,0.4839999974,2.0504999161,63.550003052,15/9-13
31315,21.75,2007.2669678,143.82035828,52.809345245,0.5465574861,0.4889999926,2.0504999161,63.299999237,15/9-13
31316,21.353000641,2007.4193115,144.17292786,48.249000549,0.5434094071,0.4930000007,2.0504996777,63.675003052,15/9-13
31317,20.583000183,2007.5717773,143.81977844,46.998298645,0.5051668882,0.4979999959,2.0504000187,63.550003052,15/9-13
31318,20.802999496,2007.7241211,143.93461609,44.874950409,0.5013393164,0.5,2.0504000187,64.425003052,15/9-13
31319,20.326999664,2007.8765869,143.82035828,44.816051483,0.5254537463,0.5049999952,2.0504000187,65.675003052,15/9-13
31320,19.885002136,2008.0289307,144.17292786,46.717075348,0.5527179241,0.5159999728,2.0504000187,65.925003052,15/9-13
31321,20.531999588,2008.1813965,143.81977844,44.311096191,0.5251678824,0.5220000148,2.0504000187,65.550003052,15/9-13
31322,21.854999542,2008.3337402,143.93461609,43.124198914,0.5175727606,0.5249999762,2.0503997803,64.550003052,15/9-13
31323,21.468000412,2008.4862061,143.82035828,42.124351501,0.5086006522,0.5249999762,2.0502998829,64.050003052,15/9-13
31324,22.354999542,2008.6385498,144.17253113,41.720752716,0.5027524829,0.5210000277,2.0502998829,63.924999237,15/9-13
31325,23.077999115,2008.7908936,143.57289124,43.90625,0.4809460342,0.5090000033,2.0502998829,64.300003052,15/9-13
31326,23.172000885,2008.9433594,143.82035828,44.221405029,0.5009922981,0.4990000129,2.0502998829,64.050003052,15/9-13
31327,22.879999161,2009.0957031,144.17292786,47.216648102,0.5038921833,0.4920000136,2.0502998829,63.424995422,15/9-13
31328,21.405002594,2009.2481689,143.81977844,44.282249451,0.5066648126,0.4880000055,2.0502998829,62.299999237,15/9-13
31329,21.627000809,2009.4005127,143.93461609,45.842475891,0.4877340198,0.4869999886,2.0502996445,63.174999237,15/9-13
31330,22.771999359,2009.5529785,143.82035828,43.940879822,0.480306983,0.4939999878,2.0501999855,63.675003052,15/9-13
31331,21.934999466,2009.7053223,144.1736908,47.528770447,0.4765411019,0.503000021,2.0501999855,63.424995422,15/9-13
31332,21.23900032,2009.8577881,144.29562378,44.752952576,0.4655048251,0.5070000291,2.0501999855,63.924999237,15/9-13
31333,21.062000275,2010.0101318,143.93461609,46.594703674,0.4809998274,0.5139999986,2.0501999855,63.675003052,15/9-13
31334,20.927000046,2010.1625977,143.81977844,47.472953796,0.5057544708,0.5199999809,2.0501999855,64.300003052,15/9-13
31335,20.065999985,2010.3149414,143.93537903,49.938323975,0.5209972262,0.5070000291,2.0501999855,63.424995422,15/9-13
31336,18.63299942,2010.4674072,144.29620361,50.339347839,0.5049554706,0.4930000007,2.0501997471,63.299999237,15/9-13
31337,18.719999313,2010.619751,144.17311096,47.435668945,0.4771597683,0.4900000095,2.0501000881,63.924999237,15/9-13
31338,20.236999512,2010.7720947,143.93461609,44.528923035,0.4519743025,0.4939999878,2.0501000881,63.924999237,15/9-13
31339,21.062999725,2010.9245605,143.8200531,41.939876556,0.4823685288,0.4979999959,2.0501000881,64.175003052,15/9-13
31340,20.711999893,2011.0769043,144.0506897,44.282924652,0.5429282784,0.4939999878,2.0501000881,64.050003052,15/9-13
31341,20.787000656,2011.2293701,144.29620361,46.68637085,0.5657659173,0.4860000014,2.0501000881,65.300003052,15/9-13
31342,20.301002502,2011.3817139,144.17292786,44.654495239,0.573089838,0.4790000021,2.0500998497,66.050003052,15/9-13
31343,19.712999344,2011.5341797,143.81977844,42.781047821,0.5729175806,0.4810000062,2.0499999523,64.550003052,15/9-13
31344,19.777000427,2011.6865234,143.93537903,42.846755981,0.5823825598,0.4869999886,2.0499999523,63.924999237,15/9-13
31345,20.469999313,2011.8389893,144.29562378,46.288352966,0.5855361819,0.4950000048,2.0499999523,63.675003052,15/9-13
31346,20.858999252,2011.991333,143.93499756,50.87134552,0.5394796729,0.5049999952,2.0499999523,64.800003052,15/9-13
31347,21.646999359,2012.1437988,144.05770874,46.306293488,0.5140720606,0.5180000067,2.0499999523,64.300003052,15/9-13
31348,21.180997849,2012.2961426,143.9349823,42.119968414,0.4592548013,0.5159999728,2.0499999523,64.425003052,15/9-13
31349,21.506000519,2012.4486084,144.05088806,35.845252991,0.465265274,0.5109999776,2.0499997139,64.175003052,15/9-13
31350,21.78099823,2012.6009521,144.2959137,36.627277374,0.4935476482,0.5090000033,2.0499000549,63.799999237,15/9-13
31351,22.559000015,2012.7532959,143.93461609,39.470928192,0.5529694557,0.4990000129,2.0499000549,62.299999237,15/9-13
31352,23.166999817,2012.9057617,143.82006836,41.87474823,0.5398133993,0.4900000095,2.0499000549,61.799999237,15/9-13
31353,23.26599884,2013.0581055,144.1736908,41.562999725,0.5190476775,0.4900000095,2.0499000549,64.050003052,15/9-13
31354,23.014997482,2013.2105713,144.29589844,41.558017731,0.5286744833,0.4889999926,2.0499000549,63.924999237,15/9-13
31355,22.891002655,2013.362915,144.04992676,35.344352722,0.5467360616,0.4860000014,2.0498998165,65.550003052,15/9-13
31356,23.068002701,2013.5153809,143.81977844,35.781322479,0.5417787433,0.4930000007,2.0497999191,63.174999237,15/9-13
31357,22.163999557,2013.6677246,143.93537903,36.187698364,0.5028688908,0.4950000048,2.0497999191,63.550003052,15/9-13
31358,21.504999161,2013.8201904,144.29620361,35.812549591,0.5264428854,0.4850000143,2.0497999191,63.799999237,15/9-13
